Date_datetime,Région,tmoy,annee,mois,Jour_semaine,Consommation (MW)
2016-01-01,Auvergne-Rhône-Alpes,6.76,2016,1,4,363348.0
2016-01-01,Bourgogne-Franche-Comté,5.87,2016,1,4,475731.0
2016-01-01,Bretagne,7.64,2016,1,4,601236.0
2016-01-01,Centre-Val de Loire,6.12,2016,1,4,705207.0
2016-01-01,Grand Est,4.06,2016,1,4,936335.0
2016-01-01,Hauts-de-France,4.72,2016,1,4,1199426.0
2016-01-01,Normandie,6.09,2016,1,4,1354287.0
2016-01-01,Nouvelle-Aquitaine,8.45,2016,1,4,1593378.0
2016-01-01,Occitanie,8.94,2016,1,4,1804469.0
2016-01-01,Pays de la Loire,8.15,2016,1,4,1943889.0
2016-01-01,Provence-Alpes-Côte d'Azur,9.03,2016,1,4,2182732.0
2016-01-01,Île-de-France,6.03,2016,1,4,2581916.0
2016-01-02,Auvergne-Rhône-Alpes,7.2,2016,1,5,375285.0
2016-01-02,Bourgogne-Franche-Comté,7.18,2016,1,5,492540.0
2016-01-02,Bretagne,9.14,2016,1,5,623408.0
2016-01-02,Centre-Val de Loire,9.07,2016,1,5,729831.0
2016-01-02,Grand Est,6.45,2016,1,5,972211.0
2016-01-02,Hauts-de-France,8.51,2016,1,5,1249540.0
2016-01-02,Normandie,8.67,2016,1,5,1408221.0
2016-01-02,Nouvelle-Aquitaine,9.73,2016,1,5,1649485.0
2016-01-02,Occitanie,9.0,2016,1,5,1864636.0
2016-01-02,Pays de la Loire,9.88,2016,1,5,2012765.0
2016-01-02,Provence-Alpes-Côte d'Azur,9.5,2016,1,5,2258866.0
2016-01-02,Île-de-France,8.73,2016,1,5,2663018.0
2016-01-03,Auvergne-Rhône-Alpes,5.08,2016,1,6,383484.0
2016-01-03,Bourgogne-Franche-Comté,5.74,2016,1,6,499952.0
2016-01-03,Bretagne,9.15,2016,1,6,627017.0
2016-01-03,Centre-Val de Loire,6.52,2016,1,6,738944.0
2016-01-03,Grand Est,5.59,2016,1,6,979497.0
2016-01-03,Hauts-de-France,6.7,2016,1,6,1259912.0
2016-01-03,Normandie,6.85,2016,1,6,1420462.0
2016-01-03,Nouvelle-Aquitaine,8.56,2016,1,6,1671694.0
2016-01-03,Occitanie,7.52,2016,1,6,1898257.0
2016-01-03,Pays de la Loire,8.0,2016,1,6,2050169.0
2016-01-03,Provence-Alpes-Côte d'Azur,6.81,2016,1,6,2304424.0
2016-01-03,Île-de-France,6.69,2016,1,6,2725357.0
2016-01-04,Auvergne-Rhône-Alpes,7.17,2016,1,0,435960.0
2016-01-04,Bourgogne-Franche-Comté,7.13,2016,1,0,572240.0
2016-01-04,Bretagne,8.84,2016,1,0,722988.0
2016-01-04,Centre-Val de Loire,7.87,2016,1,0,848154.0
2016-01-04,Grand Est,5.98,2016,1,0,1134636.0
2016-01-04,Hauts-de-France,7.7,2016,1,0,1451949.0
2016-01-04,Normandie,7.27,2016,1,0,1633107.0
2016-01-04,Nouvelle-Aquitaine,9.49,2016,1,0,1914155.0
2016-01-04,Occitanie,9.0,2016,1,0,2161524.0
2016-01-04,Pays de la Loire,9.15,2016,1,0,2341674.0
2016-01-04,Provence-Alpes-Côte d'Azur,8.39,2016,1,0,2613962.0
2016-01-04,Île-de-France,7.61,2016,1,0,3092979.0
2016-01-05,Auvergne-Rhône-Alpes,7.01,2016,1,1,447468.0
2016-01-05,Bourgogne-Franche-Comté,6.65,2016,1,1,590126.0
2016-01-05,Bretagne,8.52,2016,1,1,747906.0
2016-01-05,Centre-Val de Loire,7.18,2016,1,1,880183.0
2016-01-05,Grand Est,5.29,2016,1,1,1186172.0
2016-01-05,Hauts-de-France,6.93,2016,1,1,1518053.0
2016-01-05,Normandie,7.37,2016,1,1,1705123.0
2016-01-05,Nouvelle-Aquitaine,7.29,2016,1,1,2004750.0
2016-01-05,Occitanie,7.65,2016,1,1,2263138.0
2016-01-05,Pays de la Loire,8.18,2016,1,1,2455947.0
2016-01-05,Provence-Alpes-Côte d'Azur,7.96,2016,1,1,2732169.0
2016-01-05,Île-de-France,7.06,2016,1,1,3231833.0
2016-01-06,Auvergne-Rhône-Alpes,5.15,2016,1,2,464895.0
2016-01-06,Bourgogne-Franche-Comté,5.69,2016,1,2,610854.0
2016-01-06,Bretagne,9.15,2016,1,2,767895.0
2016-01-06,Centre-Val de Loire,7.19,2016,1,2,897277.0
2016-01-06,Grand Est,5.53,2016,1,2,1205349.0
2016-01-06,Hauts-de-France,7.58,2016,1,2,1535485.0
2016-01-06,Normandie,7.61,2016,1,2,1721605.0
2016-01-06,Nouvelle-Aquitaine,9.58,2016,1,2,2025560.0
2016-01-06,Occitanie,7.12,2016,1,2,2294703.0
2016-01-06,Pays de la Loire,8.77,2016,1,2,2486351.0
2016-01-06,Provence-Alpes-Côte d'Azur,6.08,2016,1,2,2775594.0
2016-01-06,Île-de-France,8.1,2016,1,2,3266928.0
2016-01-07,Auvergne-Rhône-Alpes,6.84,2016,1,3,467167.0
2016-01-07,Bourgogne-Franche-Comté,8.38,2016,1,3,617164.0
2016-01-07,Bretagne,8.28,2016,1,3,770096.0
2016-01-07,Centre-Val de Loire,9.22,2016,1,3,900479.0
2016-01-07,Grand Est,6.88,2016,1,3,1214610.0
2016-01-07,Hauts-de-France,8.01,2016,1,3,1556781.0
2016-01-07,Normandie,8.02,2016,1,3,1746193.0
2016-01-07,Nouvelle-Aquitaine,11.13,2016,1,3,2032611.0
2016-01-07,Occitanie,10.65,2016,1,3,2287938.0
2016-01-07,Pays de la Loire,9.7,2016,1,3,2471253.0
2016-01-07,Provence-Alpes-Côte d'Azur,6.87,2016,1,3,2763162.0
2016-01-07,Île-de-France,8.93,2016,1,3,3252392.0
2016-01-08,Auvergne-Rhône-Alpes,8.35,2016,1,4,446472.0
2016-01-08,Bourgogne-Franche-Comté,5.76,2016,1,4,591198.0
2016-01-08,Bretagne,7.79,2016,1,4,747397.0
2016-01-08,Centre-Val de Loire,6.05,2016,1,4,876085.0
2016-01-08,Grand Est,3.9,2016,1,4,1185464.0
2016-01-08,Hauts-de-France,4.82,2016,1,4,1528343.0
2016-01-08,Normandie,4.74,2016,1,4,1724532.0
2016-01-08,Nouvelle-Aquitaine,11.08,2016,1,4,2001920.0
2016-01-08,Occitanie,10.98,2016,1,4,2243338.0
2016-01-08,Pays de la Loire,7.35,2016,1,4,2430949.0
2016-01-08,Provence-Alpes-Côte d'Azur,9.6,2016,1,4,2706266.0
2016-01-08,Île-de-France,5.08,2016,1,4,3208986.0
2016-01-09,Auvergne-Rhône-Alpes,9.09,2016,1,5,392364.0
2016-01-09,Bourgogne-Franche-Comté,8.09,2016,1,5,515358.0
2016-01-09,Bretagne,9.1,2016,1,5,653451.0
2016-01-09,Centre-Val de Loire,8.17,2016,1,5,766407.0
2016-01-09,Grand Est,5.43,2016,1,5,1042162.0
2016-01-09,Hauts-de-France,6.66,2016,1,5,1351470.0
2016-01-09,Normandie,7.77,2016,1,5,1524133.0
2016-01-09,Nouvelle-Aquitaine,11.01,2016,1,5,1773768.0
2016-01-09,Occitanie,11.19,2016,1,5,1993125.0
2016-01-09,Pays de la Loire,9.38,2016,1,5,2150775.0
2016-01-09,Provence-Alpes-Côte d'Azur,9.11,2016,1,5,2409391.0
2016-01-09,Île-de-France,7.21,2016,1,5,2854907.0
2016-01-10,Auvergne-Rhône-Alpes,8.59,2016,1,6,380973.0
2016-01-10,Bourgogne-Franche-Comté,7.26,2016,1,6,500207.0
2016-01-10,Bretagne,8.09,2016,1,6,632478.0
2016-01-10,Centre-Val de Loire,6.64,2016,1,6,747687.0
2016-01-10,Grand Est,6.25,2016,1,6,1005820.0
2016-01-10,Hauts-de-France,6.56,2016,1,6,1301848.0
2016-01-10,Normandie,6.41,2016,1,6,1470008.0
2016-01-10,Nouvelle-Aquitaine,9.8,2016,1,6,1723507.0
2016-01-10,Occitanie,10.18,2016,1,6,1938342.0
2016-01-10,Pays de la Loire,7.85,2016,1,6,2095037.0
2016-01-10,Provence-Alpes-Côte d'Azur,10.12,2016,1,6,2339712.0
2016-01-10,Île-de-France,6.29,2016,1,6,2783922.0
2016-01-11,Auvergne-Rhône-Alpes,8.38,2016,1,0,432187.0
2016-01-11,Bourgogne-Franche-Comté,7.72,2016,1,0,574660.0
2016-01-11,Bretagne,7.64,2016,1,0,735824.0
2016-01-11,Centre-Val de Loire,7.11,2016,1,0,869093.0
2016-01-11,Grand Est,6.23,2016,1,0,1171894.0
2016-01-11,Hauts-de-France,5.47,2016,1,0,1511094.0
2016-01-11,Normandie,5.82,2016,1,0,1706049.0
2016-01-11,Nouvelle-Aquitaine,9.7,2016,1,0,1996332.0
2016-01-11,Occitanie,10.35,2016,1,0,2233033.0
2016-01-11,Pays de la Loire,7.62,2016,1,0,2425647.0
2016-01-11,Provence-Alpes-Côte d'Azur,11.46,2016,1,0,2686461.0
2016-01-11,Île-de-France,6.22,2016,1,0,3186708.0
2016-01-12,Auvergne-Rhône-Alpes,6.0,2016,1,1,456843.0
2016-01-12,Bourgogne-Franche-Comté,6.58,2016,1,1,607935.0
2016-01-12,Bretagne,7.29,2016,1,1,774829.0
2016-01-12,Centre-Val de Loire,6.53,2016,1,1,911423.0
2016-01-12,Grand Est,5.75,2016,1,1,1231346.0
2016-01-12,Hauts-de-France,6.43,2016,1,1,1580035.0
2016-01-12,Normandie,5.98,2016,1,1,1779543.0
2016-01-12,Nouvelle-Aquitaine,7.49,2016,1,1,2085635.0
2016-01-12,Occitanie,7.55,2016,1,1,2345499.0
2016-01-12,Pays de la Loire,7.3,2016,1,1,2544540.0
2016-01-12,Provence-Alpes-Côte d'Azur,8.88,2016,1,1,2812970.0
2016-01-12,Île-de-France,6.3,2016,1,1,3326144.0
2016-01-13,Auvergne-Rhône-Alpes,3.86,2016,1,2,472455.0
2016-01-13,Bourgogne-Franche-Comté,4.82,2016,1,2,629658.0
2016-01-13,Bretagne,5.16,2016,1,2,803694.0
2016-01-13,Centre-Val de Loire,4.29,2016,1,2,944921.0
2016-01-13,Grand Est,4.14,2016,1,2,1272719.0
2016-01-13,Hauts-de-France,5.53,2016,1,2,1624416.0
2016-01-13,Normandie,4.49,2016,1,2,1829365.0
2016-01-13,Nouvelle-Aquitaine,5.74,2016,1,2,2149330.0
2016-01-13,Occitanie,6.32,2016,1,2,2416369.0
2016-01-13,Pays de la Loire,4.75,2016,1,2,2625665.0
2016-01-13,Provence-Alpes-Côte d'Azur,6.72,2016,1,2,2906558.0
2016-01-13,Île-de-France,4.73,2016,1,2,3439438.0
2016-01-14,Auvergne-Rhône-Alpes,1.79,2016,1,3,496024.0
2016-01-14,Bourgogne-Franche-Comté,2.03,2016,1,3,659003.0
2016-01-14,Bretagne,6.09,2016,1,3,829484.0
2016-01-14,Centre-Val de Loire,4.94,2016,1,3,971083.0
2016-01-14,Grand Est,1.51,2016,1,3,1301048.0
2016-01-14,Hauts-de-France,4.69,2016,1,3,1665869.0
2016-01-14,Normandie,5.2,2016,1,3,1869308.0
2016-01-14,Nouvelle-Aquitaine,8.33,2016,1,3,2180718.0
2016-01-14,Occitanie,6.78,2016,1,3,2453122.0
2016-01-14,Pays de la Loire,6.45,2016,1,3,2652216.0
2016-01-14,Provence-Alpes-Côte d'Azur,4.35,2016,1,3,2950489.0
2016-01-14,Île-de-France,5.11,2016,1,3,3485341.0
2016-01-15,Auvergne-Rhône-Alpes,2.17,2016,1,4,488684.0
2016-01-15,Bourgogne-Franche-Comté,1.69,2016,1,4,651550.0
2016-01-15,Bretagne,4.1,2016,1,4,830081.0
2016-01-15,Centre-Val de Loire,1.22,2016,1,4,980824.0
2016-01-15,Grand Est,1.76,2016,1,4,1320217.0
2016-01-15,Hauts-de-France,3.36,2016,1,4,1695279.0
2016-01-15,Normandie,3.45,2016,1,4,1905932.0
2016-01-15,Nouvelle-Aquitaine,4.07,2016,1,4,2236855.0
2016-01-15,Occitanie,5.08,2016,1,4,2515397.0
2016-01-15,Pays de la Loire,3.6,2016,1,4,2729857.0
2016-01-15,Provence-Alpes-Côte d'Azur,5.54,2016,1,4,3031245.0
2016-01-15,Île-de-France,3.19,2016,1,4,3582509.0
2016-01-16,Auvergne-Rhône-Alpes,0.47,2016,1,5,466830.0
2016-01-16,Bourgogne-Franche-Comté,1.09,2016,1,5,614165.0
2016-01-16,Bretagne,4.69,2016,1,5,773837.0
2016-01-16,Centre-Val de Loire,1.24,2016,1,5,914415.0
2016-01-16,Grand Est,1.52,2016,1,5,1217781.0
2016-01-16,Hauts-de-France,3.26,2016,1,5,1557520.0
2016-01-16,Normandie,3.28,2016,1,5,1755193.0
2016-01-16,Nouvelle-Aquitaine,3.29,2016,1,5,2077870.0
2016-01-16,Occitanie,3.04,2016,1,5,2359600.0
2016-01-16,Pays de la Loire,3.28,2016,1,5,2553668.0
2016-01-16,Provence-Alpes-Côte d'Azur,4.23,2016,1,5,2855145.0
2016-01-16,Île-de-France,2.09,2016,1,5,3373075.0
2016-01-17,Auvergne-Rhône-Alpes,0.38,2016,1,6,453697.0
2016-01-17,Bourgogne-Franche-Comté,0.72,2016,1,6,595544.0
2016-01-17,Bretagne,4.18,2016,1,6,748528.0
2016-01-17,Centre-Val de Loire,1.7,2016,1,6,883531.0
2016-01-17,Grand Est,-0.31,2016,1,6,1175431.0
2016-01-17,Hauts-de-France,2.09,2016,1,6,1499742.0
2016-01-17,Normandie,2.39,2016,1,6,1694128.0
2016-01-17,Nouvelle-Aquitaine,3.06,2016,1,6,2006816.0
2016-01-17,Occitanie,3.9,2016,1,6,2278573.0
2016-01-17,Pays de la Loire,2.35,2016,1,6,2466895.0
2016-01-17,Provence-Alpes-Côte d'Azur,4.24,2016,1,6,2767848.0
2016-01-17,Île-de-France,1.97,2016,1,6,3274190.0
2016-01-18,Auvergne-Rhône-Alpes,-1.09,2016,1,0,525250.0
2016-01-18,Bourgogne-Franche-Comté,-2.76,2016,1,0,694736.0
2016-01-18,Bretagne,4.05,2016,1,0,872617.0
2016-01-18,Centre-Val de Loire,0.13,2016,1,0,1028758.0
2016-01-18,Grand Est,-4.59,2016,1,0,1375290.0
2016-01-18,Hauts-de-France,-1.35,2016,1,0,1753880.0
2016-01-18,Normandie,0.79,2016,1,0,1974556.0
2016-01-18,Nouvelle-Aquitaine,5.82,2016,1,0,2312933.0
2016-01-18,Occitanie,3.31,2016,1,0,2618284.0
2016-01-18,Pays de la Loire,2.6,2016,1,0,2839887.0
2016-01-18,Provence-Alpes-Côte d'Azur,1.92,2016,1,0,3167947.0
2016-01-18,Île-de-France,-0.76,2016,1,0,3758615.0
2016-01-19,Auvergne-Rhône-Alpes,2.83,2016,1,1,514094.0
2016-01-19,Bourgogne-Franche-Comté,0.69,2016,1,1,682133.0
2016-01-19,Bretagne,3.64,2016,1,1,865281.0
2016-01-19,Centre-Val de Loire,1.08,2016,1,1,1021880.0
2016-01-19,Grand Est,-3.14,2016,1,1,1385895.0
2016-01-19,Hauts-de-France,-2.07,2016,1,1,1780458.0
2016-01-19,Normandie,-1.5,2016,1,1,2012892.0
2016-01-19,Nouvelle-Aquitaine,7.37,2016,1,1,2336918.0
2016-01-19,Occitanie,6.29,2016,1,1,2631967.0
2016-01-19,Pays de la Loire,2.2,2016,1,1,2857637.0
2016-01-19,Provence-Alpes-Côte d'Azur,5.12,2016,1,1,3176583.0
2016-01-19,Île-de-France,-1.31,2016,1,1,3791914.0
2016-01-20,Auvergne-Rhône-Alpes,4.27,2016,1,2,495710.0
2016-01-20,Bourgogne-Franche-Comté,1.29,2016,1,2,662102.0
2016-01-20,Bretagne,4.26,2016,1,2,844645.0
2016-01-20,Centre-Val de Loire,0.69,2016,1,2,1001583.0
2016-01-20,Grand Est,-3.14,2016,1,2,1368435.0
2016-01-20,Hauts-de-France,-1.82,2016,1,2,1769572.0
2016-01-20,Normandie,-1.74,2016,1,2,2007936.0
2016-01-20,Nouvelle-Aquitaine,6.43,2016,1,2,2325475.0
2016-01-20,Occitanie,7.62,2016,1,2,2604167.0
2016-01-20,Pays de la Loire,3.1,2016,1,2,2827679.0
2016-01-20,Provence-Alpes-Côte d'Azur,6.39,2016,1,2,3136026.0
2016-01-20,Île-de-France,-2.92,2016,1,2,3766655.0
2016-01-21,Auvergne-Rhône-Alpes,2.58,2016,1,3,494798.0
2016-01-21,Bourgogne-Franche-Comté,0.52,2016,1,3,661021.0
2016-01-21,Bretagne,5.68,2016,1,3,848842.0
2016-01-21,Centre-Val de Loire,0.38,2016,1,3,1007729.0
2016-01-21,Grand Est,-1.94,2016,1,3,1368497.0
2016-01-21,Hauts-de-France,-0.17,2016,1,3,1761123.0
2016-01-21,Normandie,-0.24,2016,1,3,1997053.0
2016-01-21,Nouvelle-Aquitaine,5.13,2016,1,3,2328218.0
2016-01-21,Occitanie,5.9,2016,1,3,2609256.0
2016-01-21,Pays de la Loire,1.3,2016,1,3,2841729.0
2016-01-21,Provence-Alpes-Côte d'Azur,5.88,2016,1,3,3148311.0
2016-01-21,Île-de-France,-0.62,2016,1,3,3779067.0
2016-01-22,Auvergne-Rhône-Alpes,2.77,2016,1,4,498943.0
2016-01-22,Bourgogne-Franche-Comté,0.93,2016,1,4,667062.0
2016-01-22,Bretagne,8.96,2016,1,4,835763.0
2016-01-22,Centre-Val de Loire,2.81,2016,1,4,991855.0
2016-01-22,Grand Est,-0.73,2016,1,4,1354392.0
2016-01-22,Hauts-de-France,3.27,2016,1,4,1746805.0
2016-01-22,Normandie,4.28,2016,1,4,1970954.0
2016-01-22,Nouvelle-Aquitaine,6.79,2016,1,4,2297121.0
2016-01-22,Occitanie,5.44,2016,1,4,2586378.0
2016-01-22,Pays de la Loire,6.68,2016,1,4,2800511.0
2016-01-22,Provence-Alpes-Côte d'Azur,5.82,2016,1,4,3104762.0
2016-01-22,Île-de-France,2.76,2016,1,4,3709013.0
2016-01-23,Auvergne-Rhône-Alpes,6.95,2016,1,5,426184.0
2016-01-23,Bourgogne-Franche-Comté,6.48,2016,1,5,562969.0
2016-01-23,Bretagne,7.9,2016,1,5,712295.0
2016-01-23,Centre-Val de Loire,6.68,2016,1,5,838298.0
2016-01-23,Grand Est,4.59,2016,1,5,1145036.0
2016-01-23,Hauts-de-France,6.34,2016,1,5,1476297.0
2016-01-23,Normandie,6.31,2016,1,5,1663838.0
2016-01-23,Nouvelle-Aquitaine,10.79,2016,1,5,1936256.0
2016-01-23,Occitanie,10.8,2016,1,5,2180860.0
2016-01-23,Pays de la Loire,8.43,2016,1,5,2354931.0
2016-01-23,Provence-Alpes-Côte d'Azur,8.54,2016,1,5,2634245.0
2016-01-23,Île-de-France,5.99,2016,1,5,3140140.0
2016-01-24,Auvergne-Rhône-Alpes,5.49,2016,1,6,413502.0
2016-01-24,Bourgogne-Franche-Comté,3.71,2016,1,6,546530.0
2016-01-24,Bretagne,12.66,2016,1,6,666745.0
2016-01-24,Centre-Val de Loire,7.04,2016,1,6,784362.0
2016-01-24,Grand Est,3.19,2016,1,6,1067678.0
2016-01-24,Hauts-de-France,7.54,2016,1,6,1374946.0
2016-01-24,Normandie,9.04,2016,1,6,1543217.0
2016-01-24,Nouvelle-Aquitaine,10.73,2016,1,6,1802457.0
2016-01-24,Occitanie,8.38,2016,1,6,2042628.0
2016-01-24,Pays de la Loire,11.62,2016,1,6,2191650.0
2016-01-24,Provence-Alpes-Côte d'Azur,7.33,2016,1,6,2465349.0
2016-01-24,Île-de-France,7.85,2016,1,6,2926945.0
2016-01-25,Auvergne-Rhône-Alpes,7.4,2016,1,0,455293.0
2016-01-25,Bourgogne-Franche-Comté,6.28,2016,1,0,605446.0
2016-01-25,Bretagne,11.2,2016,1,0,749759.0
2016-01-25,Centre-Val de Loire,8.01,2016,1,0,878515.0
2016-01-25,Grand Est,6.76,2016,1,0,1187308.0
2016-01-25,Hauts-de-France,9.14,2016,1,0,1512817.0
2016-01-25,Normandie,8.61,2016,1,0,1694392.0
2016-01-25,Nouvelle-Aquitaine,11.99,2016,1,0,1974892.0
2016-01-25,Occitanie,10.12,2016,1,0,2231971.0
2016-01-25,Pays de la Loire,10.05,2016,1,0,2409792.0
2016-01-25,Provence-Alpes-Côte d'Azur,7.58,2016,1,0,2698422.0
2016-01-25,Île-de-France,8.71,2016,1,0,3191615.0
2016-01-26,Auvergne-Rhône-Alpes,8.99,2016,1,1,448699.0
2016-01-26,Bourgogne-Franche-Comté,7.17,2016,1,1,598431.0
2016-01-26,Bretagne,9.04,2016,1,1,751462.0
2016-01-26,Centre-Val de Loire,8.67,2016,1,1,877326.0
2016-01-26,Grand Est,7.66,2016,1,1,1190172.0
2016-01-26,Hauts-de-France,9.35,2016,1,1,1516227.0
2016-01-26,Normandie,9.16,2016,1,1,1698611.0
2016-01-26,Nouvelle-Aquitaine,10.91,2016,1,1,1979590.0
2016-01-26,Occitanie,9.71,2016,1,1,2233385.0
2016-01-26,Pays de la Loire,10.32,2016,1,1,2411331.0
2016-01-26,Provence-Alpes-Côte d'Azur,8.99,2016,1,1,2689486.0
2016-01-26,Île-de-France,8.85,2016,1,1,3173981.0
2016-01-27,Auvergne-Rhône-Alpes,8.88,2016,1,2,444990.0
2016-01-27,Bourgogne-Franche-Comté,6.74,2016,1,2,594491.0
2016-01-27,Bretagne,11.39,2016,1,2,746032.0
2016-01-27,Centre-Val de Loire,9.93,2016,1,2,872382.0
2016-01-27,Grand Est,8.43,2016,1,2,1179069.0
2016-01-27,Hauts-de-France,10.59,2016,1,2,1509217.0
2016-01-27,Normandie,10.65,2016,1,2,1691813.0
2016-01-27,Nouvelle-Aquitaine,10.02,2016,1,2,1978058.0
2016-01-27,Occitanie,10.15,2016,1,2,2228188.0
2016-01-27,Pays de la Loire,12.22,2016,1,2,2408084.0
2016-01-27,Provence-Alpes-Côte d'Azur,10.43,2016,1,2,2681249.0
2016-01-27,Île-de-France,10.83,2016,1,2,3160571.0
2016-01-28,Auvergne-Rhône-Alpes,8.93,2016,1,3,441011.0
2016-01-28,Bourgogne-Franche-Comté,8.54,2016,1,3,585171.0
2016-01-28,Bretagne,7.55,2016,1,3,737201.0
2016-01-28,Centre-Val de Loire,7.61,2016,1,3,862748.0
2016-01-28,Grand Est,7.57,2016,1,3,1167769.0
2016-01-28,Hauts-de-France,6.28,2016,1,3,1497272.0
2016-01-28,Normandie,6.47,2016,1,3,1682957.0
2016-01-28,Nouvelle-Aquitaine,9.81,2016,1,3,1973903.0
2016-01-28,Occitanie,10.38,2016,1,3,2221274.0
2016-01-28,Pays de la Loire,8.27,2016,1,3,2405629.0
2016-01-28,Provence-Alpes-Côte d'Azur,11.13,2016,1,3,2670610.0
2016-01-28,Île-de-France,7.59,2016,1,3,3154566.0
2016-01-29,Auvergne-Rhône-Alpes,8.8,2016,1,4,426896.0
2016-01-29,Bourgogne-Franche-Comté,6.87,2016,1,4,568920.0
2016-01-29,Bretagne,8.1,2016,1,4,724434.0
2016-01-29,Centre-Val de Loire,5.18,2016,1,4,848726.0
2016-01-29,Grand Est,5.2,2016,1,4,1156152.0
2016-01-29,Hauts-de-France,6.36,2016,1,4,1504572.0
2016-01-29,Normandie,5.83,2016,1,4,1698142.0
2016-01-29,Nouvelle-Aquitaine,7.8,2016,1,4,1991401.0
2016-01-29,Occitanie,10.24,2016,1,4,2232530.0
2016-01-29,Pays de la Loire,5.5,2016,1,4,2436947.0
2016-01-29,Provence-Alpes-Côte d'Azur,10.82,2016,1,4,2697342.0
2016-01-29,Île-de-France,5.5,2016,1,4,3200723.0
2016-01-30,Auvergne-Rhône-Alpes,6.0,2016,1,5,400083.0
2016-01-30,Bourgogne-Franche-Comté,5.98,2016,1,5,533045.0
2016-01-30,Bretagne,10.0,2016,1,5,669510.0
2016-01-30,Centre-Val de Loire,8.9,2016,1,5,790649.0
2016-01-30,Grand Est,6.13,2016,1,5,1074563.0
2016-01-30,Hauts-de-France,7.49,2016,1,5,1389725.0
2016-01-30,Normandie,8.17,2016,1,5,1564493.0
2016-01-30,Nouvelle-Aquitaine,8.57,2016,1,5,1837550.0
2016-01-30,Occitanie,8.06,2016,1,5,2068529.0
2016-01-30,Pays de la Loire,10.35,2016,1,5,2233261.0
2016-01-30,Provence-Alpes-Côte d'Azur,9.75,2016,1,5,2485730.0
2016-01-30,Île-de-France,8.01,2016,1,5,2941433.0
2016-01-31,Auvergne-Rhône-Alpes,10.08,2016,1,6,374560.0
2016-01-31,Bourgogne-Franche-Comté,9.58,2016,1,6,493385.0
2016-01-31,Bretagne,10.56,2016,1,6,616377.0
2016-01-31,Centre-Val de Loire,10.41,2016,1,6,724164.0
2016-01-31,Grand Est,8.78,2016,1,6,984350.0
2016-01-31,Hauts-de-France,8.39,2016,1,6,1282651.0
2016-01-31,Normandie,9.16,2016,1,6,1446580.0
2016-01-31,Nouvelle-Aquitaine,12.06,2016,1,6,1691352.0
2016-01-31,Occitanie,11.42,2016,1,6,1906228.0
2016-01-31,Pays de la Loire,10.98,2016,1,6,2051849.0
2016-01-31,Provence-Alpes-Côte d'Azur,10.95,2016,1,6,2292546.0
2016-01-31,Île-de-France,9.76,2016,1,6,2718098.0
2016-02-01,Auvergne-Rhône-Alpes,10.96,2016,2,0,411817.0
2016-02-01,Bourgogne-Franche-Comté,11.0,2016,2,0,546608.0
2016-02-01,Bretagne,11.66,2016,2,0,689148.0
2016-02-01,Centre-Val de Loire,11.39,2016,2,0,807738.0
2016-02-01,Grand Est,10.91,2016,2,0,1098696.0
2016-02-01,Hauts-de-France,11.07,2016,2,0,1424654.0
2016-02-01,Normandie,11.13,2016,2,0,1602092.0
2016-02-01,Nouvelle-Aquitaine,12.43,2016,2,0,1871544.0
2016-02-01,Occitanie,13.43,2016,2,0,2094745.0
2016-02-01,Pays de la Loire,12.27,2016,2,0,2266960.0
2016-02-01,Provence-Alpes-Côte d'Azur,13.49,2016,2,0,2510123.0
2016-02-01,Île-de-France,11.71,2016,2,0,2965694.0
2016-02-02,Auvergne-Rhône-Alpes,9.47,2016,2,1,420679.0
2016-02-02,Bourgogne-Franche-Comté,10.5,2016,2,1,559367.0
2016-02-02,Bretagne,9.8,2016,2,1,703996.0
2016-02-02,Centre-Val de Loire,10.53,2016,2,1,825697.0
2016-02-02,Grand Est,9.99,2016,2,1,1124067.0
2016-02-02,Hauts-de-France,8.95,2016,2,1,1453891.0
2016-02-02,Normandie,9.2,2016,2,1,1634611.0
2016-02-02,Nouvelle-Aquitaine,11.38,2016,2,1,1908957.0
2016-02-02,Occitanie,11.07,2016,2,1,2139372.0
2016-02-02,Pays de la Loire,11.32,2016,2,1,2315923.0
2016-02-02,Provence-Alpes-Côte d'Azur,11.18,2016,2,1,2561219.0
2016-02-02,Île-de-France,9.95,2016,2,1,3025766.0
2016-02-03,Auvergne-Rhône-Alpes,5.64,2016,2,2,443121.0
2016-02-03,Bourgogne-Franche-Comté,5.77,2016,2,2,587526.0
2016-02-03,Bretagne,6.7,2016,2,2,743132.0
2016-02-03,Centre-Val de Loire,6.77,2016,2,2,871849.0
2016-02-03,Grand Est,4.77,2016,2,2,1180345.0
2016-02-03,Hauts-de-France,5.73,2016,2,2,1524981.0
2016-02-03,Normandie,5.92,2016,2,2,1719146.0
2016-02-03,Nouvelle-Aquitaine,8.51,2016,2,2,2006542.0
2016-02-03,Occitanie,9.2,2016,2,2,2245426.0
2016-02-03,Pays de la Loire,7.48,2016,2,2,2432414.0
2016-02-03,Provence-Alpes-Côte d'Azur,11.18,2016,2,2,2685057.0
2016-02-03,Île-de-France,6.48,2016,2,2,3180460.0
2016-02-04,Auvergne-Rhône-Alpes,5.02,2016,2,3,464029.0
2016-02-04,Bourgogne-Franche-Comté,4.97,2016,2,3,616689.0
2016-02-04,Bretagne,7.58,2016,2,3,774908.0
